time,open,high,low,close,tick_volume,spread,real_volume
2023-01-03 18:00:00,1839.227,1839.465,1837.391,1838.856,1187,200,0
2023-01-03 18:15:00,1838.837,1840.181,1837.435,1840.065,1580,200,0
2023-01-03 18:30:00,1840.096,1840.144,1837.965,1838.873,1172,200,0
2023-01-03 18:45:00,1838.905,1839.945,1838.44,1838.803,1057,200,0
2023-01-03 19:00:00,1838.834,1839.199,1837.907,1838.156,1072,200,0
2023-01-03 19:15:00,1838.152,1838.369,1836.519,1837.065,863,200,0
2023-01-03 19:30:00,1837.096,1837.663,1836.515,1837.645,903,200,0
2023-01-03 19:45:00,1837.659,1839.201,1837.164,1839.036,1119,200,0
2023-01-03 20:00:00,1839.045,1839.546,1838.146,1839.054,1009,200,0
2023-01-03 20:15:00,1839.027,1839.487,1837.418,1838.386,920,200,0
2023-01-03 20:30:00,1838.356,1838.735,1836.648,1836.88,916,200,0
2023-01-03 20:45:00,1836.911,1838.373,1836.633,1838.134,1056,200,0
2023-01-03 21:00:00,1838.104,1838.667,1837.755,1838.515,611,200,0
2023-01-03 21:15:00,1838.546,1839.353,1838.527,1839.353,552,200,0
2023-01-03 21:30:00,1839.352,1839.629,1838.946,1839.623,433,200,0
2023-01-03 21:45:00,1839.612,1839.853,1839.277,1839.57,431,200,0
2023-01-03 23:00:00,1838.718,1838.819,1837.976,1838.586,369,200,0
2023-01-03 23:15:00,1838.606,1839.191,1837.323,1837.993,788,200,0
2023-01-03 23:30:00,1837.961,1838.01,1836.653,1836.761,464,200,0
2023-01-03 23:45:00,1836.753,1837.207,1836.484,1836.522,499,200,0
2023-01-04 00:00:00,1836.501,1838.201,1836.185,1837.482,924,200,0
2023-01-04 00:15:00,1837.516,1838.978,1837.516,1837.763,657,200,0
2023-01-04 00:30:00,1837.808,1838.467,1837.516,1838.128,621,200,0
2023-01-04 00:45:00,1838.136,1839.191,1838.034,1838.625,659,200,0
2023-01-04 01:00:00,1838.642,1839.897,1838.165,1838.572,1046,200,0
2023-01-04 01:15:00,1838.583,1840.446,1838.583,1839.93,996,200,0
2023-01-04 01:30:00,1839.901,1842.703,1839.2,1842.154,1115,200,0
2023-01-04 01:45:00,1842.138,1844.472,1841.25,1844.317,1187,200,0
2023-01-04 02:00:00,1844.284,1845.703,1843.997,1844.778,1185,200,0
2023-01-04 02:15:00,1844.797,1845.142,1843.429,1844.39,855,200,0
2023-01-04 02:30:00,1844.418,1845.337,1844.037,1844.964,841,200,0
2023-01-04 02:45:00,1844.948,1846.038,1844.751,1845.761,827,200,0
2023-01-04 03:00:00,1845.764,1847.142,1845.16,1845.894,897,200,0
2023-01-04 03:15:00,1845.877,1846.399,1845.401,1845.66,739,200,0
2023-01-04 03:30:00,1845.625,1846.003,1845.084,1845.66,644,200,0
2023-01-04 03:45:00,1845.668,1845.7,1845.22,1845.591,551,200,0
2023-01-04 04:00:00,1845.623,1846.497,1845.437,1845.776,490,200,0
2023-01-04 04:15:00,1845.772,1846.706,1845.614,1845.813,618,200,0
2023-01-04 04:30:00,1845.843,1846.33,1845.624,1846.328,509,200,0
2023-01-04 04:45:00,1846.34,1846.79,1845.664,1846.632,702,200,0
2023-01-04 05:00:00,1846.597,1847.08,1845.494,1845.882,955,200,0
2023-01-04 05:15:00,1845.874,1846.276,1844.756,1844.787,740,200,0
2023-01-04 05:30:00,1844.819,1845.421,1844.636,1845.41,841,200,0
2023-01-04 05:45:00,1845.441,1846.872,1845.134,1846.347,821,200,0
2023-01-04 06:00:00,1846.335,1847.519,1845.767,1847.433,863,200,0
2023-01-04 06:15:00,1847.44,1848.973,1847.045,1848.413,954,200,0
2023-01-04 06:30:00,1848.443,1848.477,1845.97,1846.716,838,200,0
2023-01-04 06:45:00,1846.721,1848.156,1846.305,1847.882,862,200,0
2023-01-04 07:00:00,1847.878,1851.779,1847.417,1851.135,1356,200,0
2023-01-04 07:15:00,1851.118,1853.266,1850.636,1852.927,1273,200,0
2023-01-04 07:30:00,1852.957,1858.268,1852.859,1857.804,1954,200,0
2023-01-04 07:45:00,1857.866,1858.602,1854.815,1858.272,1644,200,0
2023-01-04 08:00:00,1858.237,1860.01,1856.936,1859.431,2081,200,0
2023-01-04 08:15:00,1859.399,1864.405,1859.399,1863.816,2210,200,0
2023-01-04 08:30:00,1863.785,1865.086,1860.195,1860.722,1886,200,0
2023-01-04 08:45:00,1860.756,1861.614,1859.219,1859.939,1352,200,0
2023-01-04 09:00:00,1859.906,1860.412,1858.845,1860.145,1311,200,0
2023-01-04 09:15:00,1860.143,1861.721,1860.007,1861.62,1174,200,0
2023-01-04 09:30:00,1861.628,1862.258,1859.869,1860.84,1343,200,0
2023-01-04 09:45:00,1860.826,1862.045,1860.36,1860.497,1153,200,0
2023-01-04 10:00:00,1860.51,1861.521,1860.199,1860.507,1123,200,0
2023-01-04 10:15:00,1860.512,1861.09,1857.691,1857.974,1294,200,0
2023-01-04 10:30:00,1857.983,1859.249,1857.627,1858.352,1056,200,0
2023-01-04 10:45:00,1858.334,1859.229,1857.747,1858.793,1012,200,0
2023-01-04 11:00:00,1858.795,1861.917,1857.83,1861.917,1120,200,0
2023-01-04 11:15:00,1861.879,1862.801,1860.164,1860.246,1086,200,0
2023-01-04 11:30:00,1860.277,1860.311,1858.162,1858.434,1025,200,0
2023-01-04 11:45:00,1858.403,1860.704,1858.108,1860.105,1078,200,0
2023-01-04 12:00:00,1860.137,1860.374,1858.208,1858.299,1334,200,0
2023-01-04 12:15:00,1858.317,1859.197,1854.671,1855.097,1458,200,0
2023-01-04 12:30:00,1855.13,1855.641,1853.044,1853.734,1289,200,0
2023-01-04 12:45:00,1853.703,1854.28,1853.102,1853.547,1076,200,0
2023-01-04 13:00:00,1853.561,1854.643,1852.78,1853.678,1641,200,0
2023-01-04 13:15:00,1853.648,1859.503,1852.937,1859.116,2337,200,0
2023-01-04 13:30:00,1859.146,1862.41,1858.617,1861.748,2377,200,0
2023-01-04 13:45:00,1861.779,1862.676,1859.031,1860.026,1886,200,0
2023-01-04 14:00:00,1859.99,1860.556,1857.041,1859.989,2383,200,0
2023-01-04 14:15:00,1860.024,1860.848,1857.373,1857.956,1833,200,0
2023-01-04 14:30:00,1857.989,1859.761,1856.047,1858.589,3169,200,0
2023-01-04 14:45:00,1858.637,1858.744,1855.314,1857.015,2455,200,0
2023-01-04 15:00:00,1857.014,1857.941,1848.989,1850.1,5172,200,0
2023-01-04 15:15:00,1850.132,1857.228,1849.035,1856.383,3783,200,0
2023-01-04 15:30:00,1856.415,1857.728,1853.445,1857.171,2715,200,0
2023-01-04 15:45:00,1857.138,1858.411,1856.552,1857.757,2408,200,0
2023-01-04 16:00:00,1857.787,1859.881,1856.074,1859.145,2158,200,0
2023-01-04 16:15:00,1859.18,1859.526,1856.346,1856.5,1713,200,0
2023-01-04 16:30:00,1856.498,1859.639,1856.464,1859.481,1490,200,0
2023-01-04 16:45:00,1859.498,1860.354,1857.262,1858.522,1402,200,0
2023-01-04 17:00:00,1858.541,1860.009,1857.998,1858.233,1267,200,0
2023-01-04 17:15:00,1858.205,1858.217,1855.31,1855.991,1352,200,0
2023-01-04 17:30:00,1856.001,1856.884,1854.251,1854.56,1225,200,0
2023-01-04 17:45:00,1854.53,1854.868,1850.121,1850.449,1661,200,0
2023-01-04 18:00:00,1850.439,1853.113,1849.758,1852.397,1718,200,0
2023-01-04 18:15:00,1852.427,1853.286,1851.56,1852.851,1339,200,0
2023-01-04 18:30:00,1852.819,1852.878,1850.178,1851.264,1323,200,0
2023-01-04 18:45:00,1851.266,1853.891,1850.125,1850.552,1651,200,0
2023-01-04 19:00:00,1850.518,1852.555,1847.026,1850.281,4163,200,0
2023-01-04 19:15:00,1850.247,1852.202,1850.161,1850.872,2342,200,0
2023-01-04 19:30:00,1850.841,1852.543,1850.08,1851.33,1674,200,0
2023-01-04 19:45:00,1851.361,1852.467,1850.706,1852.451,1382,200,0
2023-01-04 20:00:00,1852.427,1852.565,1851.319,1852.236,1104,200,0
2023-01-04 20:15:00,1852.258,1854.869,1851.924,1853.968,1115,200,0
2023-01-04 20:30:00,1853.937,1854.418,1851.665,1851.976,1130,200,0
2023-01-04 20:45:00,1851.945,1855.72,1851.945,1855.305,1109,200,0
2023-01-04 21:00:00,1855.337,1857.144,1854.959,1856.302,902,200,0
2023-01-04 21:15:00,1856.304,1856.307,1854.824,1854.892,442,200,0
2023-01-04 21:30:00,1854.887,1855.2,1853.791,1853.791,363,200,0
2023-01-04 21:45:00,1853.793,1854.6,1853.7,1854.5,382,200,0
2023-01-04 23:00:00,1854.44,1855.225,1854.134,1855.125,553,200,0
2023-01-04 23:15:00,1855.14,1856.503,1855.095,1856.267,533,200,0
2023-01-04 23:30:00,1856.304,1856.975,1856.126,1856.233,534,200,0
2023-01-04 23:45:00,1856.202,1856.392,1854.775,1854.827,496,200,0
2023-01-05 00:00:00,1854.794,1854.955,1853.979,1854.188,763,200,0
2023-01-05 00:15:00,1854.174,1856.31,1854.174,1856.092,773,200,0
2023-01-05 00:30:00,1856.12,1856.172,1854.422,1854.575,862,200,0
2023-01-05 00:45:00,1854.574,1856.078,1854.529,1855.093,810,200,0
2023-01-05 01:00:00,1855.063,1857.066,1854.962,1855.913,1297,200,0
2023-01-05 01:15:00,1855.911,1858.111,1855.492,1857.442,1121,200,0
2023-01-05 01:30:00,1857.409,1857.983,1856.488,1857.396,890,200,0
2023-01-05 01:45:00,1857.4,1858.971,1857.4,1858.857,919,200,0
2023-01-05 02:00:00,1858.832,1858.832,1854.669,1855.166,1298,200,0
2023-01-05 02:15:00,1855.136,1855.631,1853.444,1853.772,885,200,0
2023-01-05 02:30:00,1853.748,1855.286,1853.748,1855.165,910,200,0
2023-01-05 02:45:00,1855.131,1856.883,1854.795,1856.847,878,200,0
2023-01-05 03:00:00,1856.817,1856.935,1855.217,1855.264,897,200,0
2023-01-05 03:15:00,1855.293,1855.563,1854.467,1854.654,751,200,0
2023-01-05 03:30:00,1854.684,1856.359,1854.665,1855.664,658,200,0
2023-01-05 03:45:00,1855.631,1855.937,1853.295,1853.296,721,200,0
2023-01-05 04:00:00,1853.292,1853.46,1850.977,1850.977,958,200,0
2023-01-05 04:15:00,1850.975,1851.561,1850.745,1851.53,668,200,0
2023-01-05 04:30:00,1851.523,1851.561,1850.267,1851.442,600,200,0
2023-01-05 04:45:00,1851.446,1852.025,1851.044,1852.025,565,200,0
2023-01-05 05:00:00,1852.039,1852.646,1851.39,1852.453,707,200,0
2023-01-05 05:15:00,1852.447,1852.447,1850.755,1851.097,675,200,0
2023-01-05 05:30:00,1851.064,1853.408,1850.533,1852.753,990,200,0
2023-01-05 05:45:00,1852.772,1852.882,1851.931,1852.599,789,200,0
2023-01-05 06:00:00,1852.63,1855.318,1852.351,1855.251,1069,200,0
2023-01-05 06:15:00,1855.26,1855.609,1853.778,1854.012,840,200,0
2023-01-05 06:30:00,1854.008,1854.1,1853.161,1853.161,740,200,0
2023-01-05 06:45:00,1853.16,1853.335,1850.644,1850.758,968,200,0
2023-01-05 07:00:00,1850.726,1853.302,1850.457,1853.205,1120,200,0
2023-01-05 07:15:00,1853.175,1854.4,1852.732,1854.128,976,200,0
2023-01-05 07:30:00,1854.131,1855.071,1852.328,1852.328,1166,200,0
2023-01-05 07:45:00,1852.323,1852.389,1847.863,1849.323,1515,200,0
2023-01-05 08:00:00,1849.355,1850.37,1844.987,1847.003,2334,200,0
2023-01-05 08:15:00,1846.971,1848.941,1845.133,1847.968,1828,200,0
2023-01-05 08:30:00,1847.897,1848.107,1844.564,1844.82,1369,200,0
2023-01-05 08:45:00,1844.787,1846.978,1843.787,1846.358,1487,200,0
2023-01-05 09:00:00,1846.323,1847.584,1844.697,1847.584,1122,200,0
2023-01-05 09:15:00,1847.599,1849.393,1847.495,1848.958,1191,200,0
2023-01-05 09:30:00,1848.962,1850.465,1848.962,1849.172,1081,200,0
2023-01-05 09:45:00,1849.142,1850.005,1847.375,1848.486,1000,200,0
2023-01-05 10:00:00,1848.491,1849.474,1847.466,1848.399,1114,200,0
2023-01-05 10:15:00,1848.416,1850.972,1848.395,1848.878,1051,200,0
2023-01-05 10:30:00,1848.86,1851.309,1848.016,1850.151,1129,200,0
2023-01-05 10:45:00,1850.12,1850.143,1848.361,1848.969,871,200,0
2023-01-05 11:00:00,1848.997,1850.006,1847.54,1849.847,1037,200,0
2023-01-05 11:15:00,1849.877,1850.766,1848.162,1848.173,972,200,0
2023-01-05 11:30:00,1848.193,1848.224,1846.133,1846.313,1022,200,0
2023-01-05 11:45:00,1846.326,1848.128,1846.179,1846.247,1027,200,0
2023-01-05 12:00:00,1846.253,1847.055,1845.276,1847.017,1218,200,0
2023-01-05 12:15:00,1846.982,1848.762,1845.978,1847.987,1280,200,0
2023-01-05 12:30:00,1848.017,1848.283,1846.162,1846.437,1017,200,0
2023-01-05 12:45:00,1846.405,1846.514,1844.729,1845.331,1207,200,0
2023-01-05 13:00:00,1845.363,1848.312,1845.298,1846.005,1824,200,0
2023-01-05 13:15:00,1846.072,1846.558,1841.827,1844.381,3935,200,0
2023-01-05 13:30:00,1844.375,1846.475,1841.088,1842.324,3701,200,0
2023-01-05 13:45:00,1842.356,1842.386,1833.009,1834.729,3576,200,0
2023-01-05 14:00:00,1834.698,1836.235,1831.191,1836.15,2807,200,0
2023-01-05 14:15:00,1836.18,1836.754,1833.87,1836.19,2023,200,0
2023-01-05 14:30:00,1836.225,1837.832,1834.263,1835.645,3133,200,0
2023-01-05 14:45:00,1835.613,1837.386,1833.355,1834.388,2629,200,0
2023-01-05 15:00:00,1834.423,1836.201,1831.548,1833.059,4426,200,0
2023-01-05 15:15:00,1833.028,1833.028,1828.095,1829.028,3072,200,0
2023-01-05 15:30:00,1829.062,1829.531,1825.035,1827.493,2652,200,0
2023-01-05 15:45:00,1827.524,1829.049,1826.526,1826.851,2145,200,0
2023-01-05 16:00:00,1826.824,1831.019,1825.666,1830.876,1755,200,0
2023-01-05 16:15:00,1830.845,1831.794,1828.876,1831.508,1590,200,0
2023-01-05 16:30:00,1831.478,1831.966,1829.872,1830.824,1555,200,0
2023-01-05 16:45:00,1830.79,1831.505,1829.675,1830.68,1318,200,0
2023-01-05 17:00:00,1830.65,1832.466,1829.714,1831.395,1442,200,0
2023-01-05 17:15:00,1831.426,1833.686,1831.047,1833.011,1436,200,0
2023-01-05 17:30:00,1833.009,1834.06,1832.492,1833.823,1108,200,0
2023-01-05 17:45:00,1833.84,1834.186,1833.561,1833.864,924,200,0
2023-01-05 18:00:00,1833.85,1834.466,1832.689,1832.7,984,200,0
2023-01-05 18:15:00,1832.696,1837.435,1832.172,1835.395,2294,200,0
2023-01-05 18:30:00,1835.428,1837.113,1835.126,1836.822,1256,200,0
2023-01-05 18:45:00,1836.789,1837.131,1835.834,1835.911,1008,200,0
2023-01-05 19:00:00,1835.946,1836.455,1834.117,1834.275,1031,200,0
2023-01-05 19:15:00,1834.286,1834.561,1832.684,1832.695,961,200,0
2023-01-05 19:30:00,1832.693,1834.749,1832.604,1834.736,905,200,0
2023-01-05 19:45:00,1834.75,1835.506,1834.276,1834.276,855,200,0
2023-01-05 20:00:00,1834.246,1834.246,1832.261,1832.861,956,200,0
2023-01-05 20:15:00,1832.894,1833.807,1831.882,1833.271,870,200,0
2023-01-05 20:30:00,1833.275,1834.024,1832.527,1833.966,931,200,0
2023-01-05 20:45:00,1833.947,1834.141,1832.722,1833.0,897,200,0
2023-01-05 21:00:00,1833.042,1833.777,1833.042,1833.191,551,200,0
2023-01-05 21:15:00,1833.189,1833.805,1832.811,1832.907,444,200,0
2023-01-05 21:30:00,1832.91,1833.262,1832.668,1833.218,284,200,0
2023-01-05 21:45:00,1833.216,1833.255,1832.643,1832.795,364,200,0
2023-01-05 23:00:00,1832.262,1833.132,1831.544,1832.099,561,200,0
2023-01-05 23:15:00,1832.086,1832.848,1831.871,1832.594,439,200,0
2023-01-05 23:30:00,1832.579,1832.722,1832.009,1832.033,370,200,0
2023-01-05 23:45:00,1832.035,1833.125,1832.031,1832.799,421,200,0
2023-01-06 00:00:00,1832.8,1832.877,1831.265,1831.808,734,200,0
2023-01-06 00:15:00,1831.842,1833.257,1831.742,1833.257,542,200,0
2023-01-06 00:30:00,1833.265,1834.67,1832.99,1834.52,649,200,0
2023-01-06 00:45:00,1834.508,1834.791,1833.823,1834.291,687,200,0
2023-01-06 01:00:00,1834.319,1834.995,1833.247,1833.288,1005,200,0
2023-01-06 01:15:00,1833.287,1833.807,1832.336,1833.147,770,200,0
2023-01-06 01:30:00,1833.141,1834.67,1832.79,1834.606,892,200,0
2023-01-06 01:45:00,1834.571,1836.123,1834.426,1835.467,916,200,0
2023-01-06 02:00:00,1835.433,1838.908,1835.427,1838.696,1009,200,0
2023-01-06 02:15:00,1838.694,1840.343,1838.655,1839.593,977,200,0
2023-01-06 02:30:00,1839.562,1839.639,1837.675,1838.509,977,200,0
2023-01-06 02:45:00,1838.541,1838.749,1837.783,1838.225,707,200,0
2023-01-06 03:00:00,1838.214,1840.442,1838.151,1840.42,1185,200,0
2023-01-06 03:15:00,1840.446,1840.731,1839.541,1840.281,868,200,0
2023-01-06 03:30:00,1840.269,1840.824,1839.121,1839.436,793,200,0
2023-01-06 03:45:00,1839.422,1839.908,1839.205,1839.281,641,200,0
2023-01-06 04:00:00,1839.277,1839.951,1838.781,1839.845,557,200,0
2023-01-06 04:15:00,1839.88,1840.633,1839.798,1840.512,498,200,0
2023-01-06 04:30:00,1840.513,1840.574,1839.183,1839.358,554,200,0
2023-01-06 04:45:00,1839.354,1839.448,1838.032,1838.08,527,200,0
2023-01-06 05:00:00,1838.034,1838.187,1836.001,1836.983,947,200,0
2023-01-06 05:15:00,1836.987,1837.413,1836.375,1836.725,620,200,0
2023-01-06 05:30:00,1836.756,1838.01,1836.24,1837.811,806,200,0
2023-01-06 05:45:00,1837.841,1837.862,1835.731,1837.112,1193,200,0
2023-01-06 06:00:00,1837.133,1839.69,1837.016,1838.782,961,200,0
2023-01-06 06:15:00,1838.814,1839.139,1838.462,1838.532,741,200,0
2023-01-06 06:30:00,1838.534,1839.803,1838.34,1839.589,825,200,0
2023-01-06 06:45:00,1839.554,1839.704,1838.669,1838.792,734,200,0
2023-01-06 07:00:00,1838.829,1840.649,1838.688,1838.928,1074,200,0
2023-01-06 07:15:00,1838.926,1839.191,1837.351,1837.511,944,200,0
2023-01-06 07:30:00,1837.486,1838.418,1836.647,1838.067,1015,200,0
2023-01-06 07:45:00,1838.102,1839.302,1837.905,1838.339,910,200,0
2023-01-06 08:00:00,1838.372,1839.797,1837.864,1838.864,1485,200,0
2023-01-06 08:15:00,1838.869,1840.472,1837.633,1837.633,1113,200,0
2023-01-06 08:30:00,1837.658,1838.555,1836.94,1838.526,1050,200,0
2023-01-06 08:45:00,1838.534,1838.708,1836.733,1837.007,858,200,0
2023-01-06 09:00:00,1837.002,1837.344,1835.277,1835.97,935,200,0
2023-01-06 09:15:00,1835.972,1836.453,1833.233,1836.061,1145,200,0
2023-01-06 09:30:00,1836.051,1836.3,1834.227,1834.451,1011,200,0
2023-01-06 09:45:00,1834.43,1835.615,1833.971,1835.443,894,200,0
2023-01-06 10:00:00,1835.478,1835.852,1834.445,1835.717,993,200,0
2023-01-06 10:15:00,1835.684,1836.484,1834.034,1834.556,998,200,0
2023-01-06 10:30:00,1834.59,1837.868,1834.452,1836.979,967,200,0
2023-01-06 10:45:00,1837.01,1837.659,1836.51,1836.636,896,200,0
2023-01-06 11:00:00,1836.621,1838.121,1836.526,1837.659,998,200,0
2023-01-06 11:15:00,1837.637,1839.834,1837.461,1839.725,929,200,0
2023-01-06 11:30:00,1839.716,1839.946,1836.581,1837.458,1016,200,0
2023-01-06 11:45:00,1837.428,1837.669,1835.867,1836.625,984,200,0
2023-01-06 12:00:00,1836.656,1837.414,1834.79,1836.279,1181,200,0
2023-01-06 12:15:00,1836.317,1837.318,1836.076,1837.033,951,200,0
2023-01-06 12:30:00,1837.044,1837.676,1835.149,1836.436,1164,200,0
2023-01-06 12:45:00,1836.406,1836.988,1835.946,1836.356,1088,200,0
2023-01-06 13:00:00,1836.386,1837.749,1835.092,1837.484,1781,200,0
2023-01-06 13:15:00,1837.499,1837.982,1834.604,1835.933,2185,200,0
2023-01-06 13:30:00,1835.911,1849.407,1835.082,1847.626,8173,200,0
2023-01-06 13:45:00,1847.656,1852.513,1847.504,1851.753,5330,200,0
2023-01-06 14:00:00,1851.79,1852.659,1845.625,1847.203,3476,200,0
2023-01-06 14:15:00,1847.169,1847.954,1843.515,1845.834,2545,200,0
2023-01-06 14:30:00,1845.867,1848.883,1840.995,1841.547,3436,200,0
2023-01-06 14:45:00,1841.513,1844.891,1840.655,1843.625,3096,200,0
2023-01-06 15:00:00,1843.673,1861.069,1843.673,1858.816,7216,200,0
2023-01-06 15:15:00,1858.855,1862.019,1857.301,1857.581,4030,200,0
2023-01-06 15:30:00,1857.55,1863.071,1857.519,1861.48,3139,200,0
2023-01-06 15:45:00,1861.486,1863.121,1861.444,1862.25,2358,200,0
2023-01-06 16:00:00,1862.284,1864.321,1861.912,1862.113,2219,200,0
2023-01-06 16:15:00,1862.133,1862.38,1860.115,1860.412,1860,200,0
2023-01-06 16:30:00,1860.445,1861.95,1859.883,1860.777,1761,200,0
2023-01-06 16:45:00,1860.779,1864.013,1860.779,1863.347,1260,200,0
2023-01-06 17:00:00,1863.382,1864.977,1862.94,1863.199,1269,200,0
2023-01-06 17:15:00,1863.169,1863.169,1861.266,1861.657,1261,200,0
2023-01-06 17:30:00,1861.692,1863.301,1861.618,1861.983,1092,200,0
2023-01-06 17:45:00,1861.978,1862.686,1860.921,1862.328,1169,200,0
