Datetime,equity_total
2023-02-20 05:00:00,1.0
2023-02-20 05:15:00,1.0
2023-02-20 05:30:00,1.0
2023-02-20 05:45:00,1.0
2023-02-20 06:00:00,1.0
2023-02-20 06:15:00,1.0
2023-02-20 06:30:00,1.0
2023-02-20 06:45:00,1.0
2023-02-20 07:00:00,1.0
2023-02-20 07:15:00,1.0
2023-02-20 07:30:00,1.0
2023-02-20 07:45:00,1.0
2023-02-20 08:00:00,1.0
2023-02-20 08:15:00,1.0
2023-02-20 08:30:00,1.0
2023-02-20 08:45:00,1.0
2023-02-20 09:00:00,1.0
2023-02-20 09:15:00,1.0
2023-02-20 09:30:00,1.0
2023-02-20 09:45:00,1.0
2023-02-20 10:00:00,1.0
2023-02-20 10:15:00,1.0
2023-02-20 10:30:00,1.0
2023-02-20 10:45:00,1.0
2023-02-20 11:00:00,1.0
2023-02-20 11:15:00,1.0
2023-02-20 11:30:00,1.0
2023-02-20 11:45:00,1.0
2023-02-20 12:00:00,1.0
2023-02-20 12:15:00,1.0
2023-02-20 12:30:00,1.0
2023-02-20 12:45:00,1.0
2023-02-20 13:00:00,1.0
2023-02-20 13:15:00,1.0
2023-02-20 13:30:00,1.0
2023-02-20 13:45:00,1.0
2023-02-20 14:00:00,1.0
2023-02-20 14:15:00,1.0
2023-02-20 14:30:00,1.0
2023-02-20 14:45:00,1.0
2023-02-20 15:00:00,1.0
2023-02-20 15:15:00,1.0
2023-02-20 15:30:00,1.0
2023-02-20 15:45:00,1.0
2023-02-20 16:00:00,1.0
2023-02-20 16:15:00,1.0
2023-02-20 16:30:00,1.0
2023-02-20 16:45:00,1.0
2023-02-20 17:00:00,1.0
2023-02-20 17:15:00,1.0
2023-02-20 17:30:00,1.0
2023-02-20 17:45:00,1.0
2023-02-20 18:00:00,1.0
2023-02-20 18:15:00,1.0
2023-02-20 18:30:00,1.0
2023-02-20 18:45:00,1.0
2023-02-20 19:00:00,1.0
2023-02-20 23:00:00,1.0
2023-02-20 23:15:00,1.0
2023-02-20 23:30:00,1.0
2023-02-20 23:45:00,1.0
2023-02-21 00:00:00,1.0
2023-02-21 00:15:00,1.0
2023-02-21 00:30:00,1.0
2023-02-21 00:45:00,1.0
2023-02-21 01:00:00,1.0
2023-02-21 01:15:00,1.0
2023-02-21 01:30:00,1.0
2023-02-21 01:45:00,1.0
2023-02-21 02:00:00,1.0
2023-02-21 02:15:00,1.0
2023-02-21 02:30:00,1.0
2023-02-21 02:45:00,1.0
2023-02-21 03:00:00,1.0
2023-02-21 03:15:00,1.0
2023-02-21 03:30:00,1.0
2023-02-21 03:45:00,1.0
2023-02-21 04:00:00,1.0
2023-02-21 04:15:00,1.0
2023-02-21 04:30:00,1.0
2023-02-21 04:45:00,1.0
2023-02-21 05:00:00,1.0
2023-02-21 05:15:00,1.0
2023-02-21 05:30:00,1.0
2023-02-21 05:45:00,1.0
2023-02-21 06:00:00,1.0
2023-02-21 06:15:00,1.0
2023-02-21 06:30:00,1.0
2023-02-21 06:45:00,1.0
2023-02-21 07:00:00,1.0
2023-02-21 07:15:00,1.0
2023-02-21 07:30:00,1.0
2023-02-21 07:45:00,1.0
2023-02-21 08:00:00,1.0
2023-02-21 08:15:00,1.0
2023-02-21 08:30:00,1.0
2023-02-21 08:45:00,1.0
2023-02-21 09:00:00,1.0
2023-02-21 09:15:00,1.0
2023-02-21 09:30:00,1.0
2023-02-21 09:45:00,1.0
2023-02-21 10:00:00,1.0
2023-02-21 10:15:00,1.0
2023-02-21 10:30:00,1.0
2023-02-21 10:45:00,1.0
2023-02-21 11:00:00,1.0
2023-02-21 11:15:00,1.0
2023-02-21 11:30:00,1.0
2023-02-21 11:45:00,1.0
2023-02-21 12:00:00,1.0
2023-02-21 12:15:00,1.0
2023-02-21 12:30:00,1.0
2023-02-21 12:45:00,1.0
2023-02-21 13:00:00,1.0
2023-02-21 13:15:00,1.0
2023-02-21 13:30:00,1.0
2023-02-21 13:45:00,1.0
2023-02-21 14:00:00,1.0
2023-02-21 14:15:00,1.0
2023-02-21 14:30:00,1.0
2023-02-21 14:45:00,1.0
2023-02-21 15:00:00,1.0
2023-02-21 15:15:00,1.0
2023-02-21 15:30:00,1.0
2023-02-21 15:45:00,1.0
2023-02-21 16:00:00,1.0
2023-02-21 16:15:00,1.0
2023-02-21 16:30:00,1.0
2023-02-21 16:45:00,1.0
2023-02-21 17:00:00,1.0
2023-02-21 17:15:00,1.0
2023-02-21 17:30:00,1.0
2023-02-21 17:45:00,1.0
2023-02-21 18:00:00,1.0
2023-02-21 18:15:00,1.0
2023-02-21 18:30:00,1.0
2023-02-21 18:45:00,1.0
2023-02-21 19:00:00,1.0
2023-02-21 19:15:00,1.0
2023-02-21 19:30:00,1.0
2023-02-21 19:45:00,1.0
2023-02-21 20:00:00,1.0
2023-02-21 20:15:00,1.0
2023-02-21 20:30:00,1.0
2023-02-21 20:45:00,1.0
2023-02-21 21:00:00,1.0
2023-02-21 21:15:00,1.0
2023-02-21 21:30:00,1.0
2023-02-21 21:45:00,1.0
2023-02-21 23:00:00,1.0
2023-02-21 23:15:00,1.0
2023-02-21 23:30:00,1.0
2023-02-21 23:45:00,1.0
2023-02-22 00:00:00,1.0
2023-02-22 00:15:00,1.0
2023-02-22 00:30:00,1.0
2023-02-22 00:45:00,1.0
2023-02-22 01:00:00,1.0
2023-02-22 01:15:00,1.0
2023-02-22 01:30:00,1.0
2023-02-22 01:45:00,1.0
2023-02-22 02:00:00,1.0
2023-02-22 02:15:00,1.0
2023-02-22 02:30:00,1.0
2023-02-22 02:45:00,1.0
2023-02-22 03:00:00,1.0
2023-02-22 03:15:00,1.0
2023-02-22 03:30:00,1.0
2023-02-22 03:45:00,1.0
2023-02-22 04:00:00,1.0
2023-02-22 04:15:00,1.0
2023-02-22 04:30:00,1.0
2023-02-22 04:45:00,1.0
2023-02-22 05:00:00,1.0
2023-02-22 05:15:00,1.0
2023-02-22 05:30:00,1.0
2023-02-22 05:45:00,1.0
2023-02-22 06:00:00,1.0
2023-02-22 06:15:00,1.0
2023-02-22 06:30:00,1.0
2023-02-22 06:45:00,1.0
2023-02-22 07:00:00,1.0
2023-02-22 07:15:00,1.0
2023-02-22 07:30:00,1.0
2023-02-22 07:45:00,1.0
2023-02-22 08:00:00,1.0
2023-02-22 08:15:00,1.0
2023-02-22 08:30:00,1.0
2023-02-22 08:45:00,1.0
2023-02-22 09:00:00,1.0
2023-02-22 09:15:00,1.0
2023-02-22 09:30:00,1.0
2023-02-22 09:45:00,1.0
2023-02-22 10:00:00,1.0
2023-02-22 10:15:00,1.0
2023-02-22 10:30:00,1.0
2023-02-22 10:45:00,1.0
2023-02-22 11:00:00,1.0
2023-02-22 11:15:00,1.0
2023-02-22 11:30:00,1.0
2023-02-22 11:45:00,1.0
2023-02-22 12:00:00,1.0
2023-02-22 12:15:00,1.0
2023-02-22 12:30:00,1.0
2023-02-22 12:45:00,1.0
2023-02-22 13:00:00,1.0
2023-02-22 13:15:00,1.0
2023-02-22 13:30:00,1.0
2023-02-22 13:45:00,1.0
2023-02-22 14:00:00,1.0
2023-02-22 14:15:00,1.0
2023-02-22 14:30:00,1.0
2023-02-22 14:45:00,1.0
2023-02-22 15:00:00,1.0
2023-02-22 15:15:00,1.0
2023-02-22 15:30:00,1.0
2023-02-22 15:45:00,1.0
2023-02-22 16:00:00,1.0
2023-02-22 16:15:00,1.0
2023-02-22 16:30:00,1.0
2023-02-22 16:45:00,1.0
2023-02-22 17:00:00,1.0
2023-02-22 17:15:00,1.0
2023-02-22 17:30:00,1.0
2023-02-22 17:45:00,1.0
2023-02-22 18:00:00,1.0
2023-02-22 18:15:00,1.0
2023-02-22 18:30:00,1.0
2023-02-22 18:45:00,1.0
2023-02-22 19:00:00,1.0
2023-02-22 19:15:00,1.0
2023-02-22 19:30:00,1.0
2023-02-22 19:45:00,1.0
2023-02-22 20:00:00,1.0
2023-02-22 20:15:00,1.0
2023-02-22 20:30:00,1.0
2023-02-22 20:45:00,1.0
2023-02-22 21:00:00,1.0
2023-02-22 21:15:00,1.0
2023-02-22 21:30:00,1.0
2023-02-22 21:45:00,1.0
2023-02-22 23:00:00,1.0
2023-02-22 23:15:00,1.0
2023-02-22 23:30:00,1.0
2023-02-22 23:45:00,1.0
2023-02-23 00:00:00,1.0
2023-02-23 00:15:00,1.0
2023-02-23 00:30:00,1.0
2023-02-23 00:45:00,1.0
2023-02-23 01:00:00,1.0
2023-02-23 01:15:00,1.0
2023-02-23 01:30:00,1.0
2023-02-23 01:45:00,1.0
2023-02-23 02:00:00,1.0
2023-02-23 02:15:00,1.0
2023-02-23 02:30:00,1.0
2023-02-23 02:45:00,1.0
2023-02-23 03:00:00,1.0
2023-02-23 03:15:00,1.0
2023-02-23 03:30:00,1.0
2023-02-23 03:45:00,1.0
2023-02-23 04:00:00,1.0
2023-02-23 04:15:00,1.0
2023-02-23 04:30:00,1.0
2023-02-23 04:45:00,1.0
2023-02-23 05:00:00,1.0
2023-02-23 05:15:00,1.0
2023-02-23 05:30:00,1.0
2023-02-23 05:45:00,1.0
2023-02-23 06:00:00,1.0
2023-02-23 06:15:00,1.0
2023-02-23 06:30:00,1.0
2023-02-23 06:45:00,1.0
2023-02-23 07:00:00,1.0
2023-02-23 07:15:00,1.0
2023-02-23 07:30:00,1.0
2023-02-23 07:45:00,1.0
2023-02-23 08:00:00,1.0
2023-02-23 08:15:00,1.0
2023-02-23 08:30:00,1.0
2023-02-23 08:45:00,1.0
2023-02-23 09:00:00,1.0
2023-02-23 09:15:00,1.0
2023-02-23 09:30:00,1.0
2023-02-23 09:45:00,1.0
2023-02-23 10:00:00,1.0
2023-02-23 10:15:00,1.0
2023-02-23 10:30:00,1.0
2023-02-23 10:45:00,1.0
2023-02-23 11:00:00,1.0
2023-02-23 11:15:00,1.0
2023-02-23 11:30:00,1.0
2023-02-23 11:45:00,1.0
2023-02-23 12:00:00,1.0
2023-02-23 12:15:00,1.0
2023-02-23 12:30:00,1.0
2023-02-23 12:45:00,1.0
2023-02-23 13:00:00,1.0
2023-02-23 13:15:00,1.0
2023-02-23 13:30:00,1.0
2023-02-23 13:45:00,1.0
2023-02-23 14:00:00,1.0
2023-02-23 14:15:00,1.0
2023-02-23 14:30:00,1.0
2023-02-23 14:45:00,1.0
2023-02-23 15:00:00,1.0
2023-02-23 15:15:00,1.0
2023-02-23 15:30:00,1.0
2023-02-23 15:45:00,1.0
2023-02-23 16:00:00,1.0
2023-02-23 16:15:00,1.0
2023-02-23 16:30:00,1.0
2023-02-23 16:45:00,1.0
2023-02-23 17:00:00,1.0
2023-02-23 17:15:00,1.0
2023-02-23 17:30:00,1.0
2023-02-23 17:45:00,1.0
2023-02-23 18:00:00,1.0
2023-02-23 18:15:00,1.0
2023-02-23 18:30:00,1.0
2023-02-23 18:45:00,1.0
2023-02-23 19:00:00,1.0
2023-02-23 19:15:00,1.0
2023-02-23 19:30:00,1.0
2023-02-23 19:45:00,1.0
2023-02-23 20:00:00,1.0
2023-02-23 20:15:00,1.0
2023-02-23 20:30:00,1.0
2023-02-23 20:45:00,1.0
2023-02-23 21:00:00,1.0
2023-02-23 21:15:00,1.0
2023-02-23 21:30:00,1.0
2023-02-23 21:45:00,1.0
2023-02-23 23:00:00,1.0
2023-02-23 23:15:00,1.0
2023-02-23 23:30:00,1.0
2023-02-23 23:45:00,1.0
2023-02-24 00:00:00,1.0
2023-02-24 00:15:00,1.0
2023-02-24 00:30:00,1.0
2023-02-24 00:45:00,1.0
2023-02-24 01:00:00,1.0
2023-02-24 01:15:00,1.0
2023-02-24 01:30:00,1.0
2023-02-24 01:45:00,1.0
2023-02-24 02:00:00,1.0
2023-02-24 02:15:00,1.0
2023-02-24 02:30:00,1.0
2023-02-24 02:45:00,1.0
2023-02-24 03:00:00,1.0
2023-02-24 03:15:00,1.0
2023-02-24 03:30:00,1.0
2023-02-24 03:45:00,1.0
2023-02-24 04:00:00,1.0
2023-02-24 04:15:00,1.0
2023-02-24 04:30:00,1.0
2023-02-24 04:45:00,1.0
2023-02-24 05:00:00,1.0
2023-02-24 05:15:00,1.0
2023-02-24 05:30:00,1.0
2023-02-24 05:45:00,1.0
2023-02-24 06:00:00,1.0
2023-02-24 06:15:00,1.0
2023-02-24 06:30:00,1.0
2023-02-24 06:45:00,1.0
2023-02-24 07:00:00,1.0
2023-02-24 07:15:00,1.0
2023-02-24 07:30:00,1.0
2023-02-24 07:45:00,1.0
2023-02-24 08:00:00,1.0
2023-02-24 08:15:00,1.0
2023-02-24 08:30:00,1.0
2023-02-24 08:45:00,1.0
2023-02-24 09:00:00,1.0
2023-02-24 09:15:00,1.0
2023-02-24 09:30:00,1.0
2023-02-24 09:45:00,1.0
2023-02-24 10:00:00,1.0
2023-02-24 10:15:00,1.0
2023-02-24 10:30:00,1.0
2023-02-24 10:45:00,1.0
2023-02-24 11:00:00,1.0
2023-02-24 11:15:00,1.0
2023-02-24 11:30:00,1.0
2023-02-24 11:45:00,1.0
2023-02-24 12:00:00,1.0
2023-02-24 12:15:00,1.0
2023-02-24 12:30:00,1.0
2023-02-24 12:45:00,1.0
2023-02-24 13:00:00,1.0
2023-02-24 13:15:00,1.0
2023-02-24 13:30:00,1.0
2023-02-24 13:45:00,1.0
2023-02-24 14:00:00,1.0
2023-02-24 14:15:00,1.0
2023-02-24 14:30:00,1.0
2023-02-24 14:45:00,1.0
2023-02-24 15:00:00,1.0
2023-02-24 15:15:00,1.0
2023-02-24 15:30:00,1.0
2023-02-24 15:45:00,1.0
2023-02-24 16:00:00,1.0
2023-02-24 16:15:00,1.0
2023-02-24 16:30:00,1.0
2023-02-24 16:45:00,1.0
2023-02-24 17:00:00,1.0
2023-02-24 17:15:00,1.0
2023-02-24 17:30:00,1.0
2023-02-24 17:45:00,1.0
2023-02-24 18:00:00,1.0
2023-02-24 18:15:00,1.0
2023-02-24 18:30:00,1.0
2023-02-24 18:45:00,1.0
2023-02-24 19:00:00,1.0
2023-02-24 19:15:00,1.0
2023-02-24 19:30:00,1.0
2023-02-24 19:45:00,1.0
2023-02-24 20:00:00,1.0
2023-02-24 20:15:00,1.0
2023-02-24 20:30:00,1.0
2023-02-24 20:45:00,1.0
2023-02-24 21:00:00,1.0
2023-02-24 21:15:00,1.0
2023-02-24 21:30:00,1.0
2023-02-24 21:45:00,1.0
2023-02-26 23:00:00,1.0
2023-02-26 23:15:00,1.0
2023-02-26 23:30:00,1.0
2023-02-26 23:45:00,1.0
2023-02-27 00:00:00,1.0
2023-02-27 00:15:00,1.0
2023-02-27 00:30:00,1.0
2023-02-27 00:45:00,1.0
2023-02-27 01:00:00,1.0
2023-02-27 01:15:00,1.0
2023-02-27 01:30:00,1.0
2023-02-27 01:45:00,1.0
2023-02-27 02:00:00,1.0
2023-02-27 02:15:00,1.0
2023-02-27 02:30:00,1.0
2023-02-27 02:45:00,1.0
2023-02-27 03:00:00,1.0
2023-02-27 03:15:00,1.0
2023-02-27 03:30:00,1.0
2023-02-27 03:45:00,1.0
2023-02-27 04:00:00,1.0
2023-02-27 04:15:00,1.0
2023-02-27 04:30:00,1.0
2023-02-27 04:45:00,1.0
2023-02-27 05:00:00,1.0
2023-02-27 05:15:00,1.0
2023-02-27 05:30:00,1.0
2023-02-27 05:45:00,1.0
2023-02-27 06:00:00,1.0
2023-02-27 06:15:00,1.0
2023-02-27 06:30:00,1.0
2023-02-27 06:45:00,1.0
2023-02-27 07:00:00,1.0
2023-02-27 07:15:00,1.0
2023-02-27 07:30:00,1.0
2023-02-27 07:45:00,1.0
2023-02-27 08:00:00,1.0
2023-02-27 08:15:00,1.0
2023-02-27 08:30:00,1.0
2023-02-27 08:45:00,1.0
2023-02-27 09:00:00,1.0
2023-02-27 09:15:00,1.0
2023-02-27 09:30:00,1.0
2023-02-27 09:45:00,1.0
2023-02-27 10:00:00,1.0
2023-02-27 10:15:00,1.0
2023-02-27 10:30:00,1.0
2023-02-27 10:45:00,1.0
2023-02-27 11:00:00,1.0
2023-02-27 11:15:00,1.0
2023-02-27 11:30:00,1.0
2023-02-27 11:45:00,1.0
2023-02-27 12:00:00,1.0
2023-02-27 12:15:00,1.0
2023-02-27 12:30:00,1.0
2023-02-27 12:45:00,1.0
2023-02-27 13:00:00,1.0
2023-02-27 13:15:00,1.0
2023-02-27 13:30:00,1.0
2023-02-27 13:45:00,1.0
2023-02-27 14:00:00,1.0
2023-02-27 14:15:00,1.0
2023-02-27 14:30:00,1.0
2023-02-27 14:45:00,1.0
2023-02-27 15:00:00,1.0
2023-02-27 15:15:00,1.0
2023-02-27 15:30:00,1.0
2023-02-27 15:45:00,1.0
2023-02-27 16:00:00,1.0
2023-02-27 16:15:00,1.0
2023-02-27 16:30:00,1.0
2023-02-27 16:45:00,1.0
2023-02-27 17:00:00,1.0
2023-02-27 17:15:00,1.0
2023-02-27 17:30:00,1.0
2023-02-27 17:45:00,1.0
2023-02-27 18:00:00,1.0
2023-02-27 18:15:00,1.0
2023-02-27 18:30:00,1.0
2023-02-27 18:45:00,1.0
2023-02-27 19:00:00,1.0
2023-02-27 19:15:00,1.0
2023-02-27 19:30:00,1.0
2023-02-27 19:45:00,1.0
2023-02-27 20:00:00,1.0
2023-02-27 20:15:00,1.0
2023-02-27 20:30:00,1.0
2023-02-27 20:45:00,1.0
2023-02-27 21:00:00,1.0
2023-02-27 21:15:00,1.0
2023-02-27 21:30:00,1.0
2023-02-27 21:45:00,1.0
2023-02-27 23:00:00,1.0
2023-02-27 23:15:00,1.0
2023-02-27 23:30:00,1.0
2023-02-27 23:45:00,1.0
2023-02-28 00:00:00,1.0
2023-02-28 00:15:00,1.0
2023-02-28 00:30:00,1.0
2023-02-28 00:45:00,1.0
2023-02-28 01:00:00,1.0
2023-02-28 01:15:00,1.0
2023-02-28 01:30:00,1.0
2023-02-28 01:45:00,1.0
2023-02-28 02:00:00,1.0
2023-02-28 02:15:00,1.0
2023-02-28 02:30:00,1.0
2023-02-28 02:45:00,1.0
2023-02-28 03:00:00,1.0
2023-02-28 03:15:00,1.0
2023-02-28 03:30:00,1.0
2023-02-28 03:45:00,1.0
2023-02-28 04:00:00,1.0
2023-02-28 04:15:00,1.0
2023-02-28 04:30:00,1.0
2023-02-28 04:45:00,1.0
2023-02-28 05:00:00,1.0
2023-02-28 05:15:00,1.0
2023-02-28 05:30:00,1.0
2023-02-28 05:45:00,1.0
2023-02-28 06:00:00,1.0
2023-02-28 06:15:00,1.0
2023-02-28 06:30:00,1.0
2023-02-28 06:45:00,1.0
2023-02-28 07:00:00,1.0
2023-02-28 07:15:00,1.0
2023-02-28 07:30:00,1.0
2023-02-28 07:45:00,1.0
2023-02-28 08:00:00,1.0
2023-02-28 08:15:00,1.0
2023-02-28 08:30:00,1.0
2023-02-28 08:45:00,1.0
2023-02-28 09:00:00,1.0
2023-02-28 09:15:00,1.0
2023-02-28 09:30:00,1.0
2023-02-28 09:45:00,1.0
2023-02-28 10:00:00,1.0
2023-02-28 10:15:00,1.0
2023-02-28 10:30:00,1.0
2023-02-28 10:45:00,1.0
2023-02-28 11:00:00,1.0
2023-02-28 11:15:00,1.0
2023-02-28 11:30:00,1.0
2023-02-28 11:45:00,1.0
2023-02-28 12:00:00,1.0
2023-02-28 12:15:00,1.0
2023-02-28 12:30:00,1.0
2023-02-28 12:45:00,1.0
2023-02-28 13:00:00,1.0
2023-02-28 13:15:00,1.0
2023-02-28 13:30:00,1.0
2023-02-28 13:45:00,1.0
2023-02-28 14:00:00,1.0
2023-02-28 14:15:00,1.0
2023-02-28 14:30:00,1.0
2023-02-28 14:45:00,1.0
2023-02-28 15:00:00,1.0
2023-02-28 15:15:00,1.0
2023-02-28 15:30:00,1.0
2023-02-28 15:45:00,1.0
2023-02-28 16:00:00,1.0
2023-02-28 16:15:00,1.0
2023-02-28 16:30:00,1.0
2023-02-28 16:45:00,1.0
2023-02-28 17:00:00,1.0
2023-02-28 17:15:00,1.0
2023-02-28 17:30:00,1.0
2023-02-28 17:45:00,1.0
2023-02-28 18:00:00,1.0
2023-02-28 18:15:00,1.0
2023-02-28 18:30:00,1.0
2023-02-28 18:45:00,1.0
2023-02-28 19:00:00,1.0
2023-02-28 19:15:00,1.0
2023-02-28 19:30:00,1.0
2023-02-28 19:45:00,1.0
2023-02-28 20:00:00,1.0
2023-02-28 20:15:00,1.0
2023-02-28 20:30:00,1.0
2023-02-28 20:45:00,1.0
2023-02-28 21:00:00,1.0
2023-02-28 21:15:00,1.0
2023-02-28 21:30:00,1.0
2023-02-28 21:45:00,1.0
2023-02-28 23:00:00,1.0
2023-02-28 23:15:00,1.0
2023-02-28 23:30:00,1.0
2023-02-28 23:45:00,1.0
2023-03-01 00:00:00,1.0
2023-03-01 00:15:00,1.0
2023-03-01 00:30:00,1.0
2023-03-01 00:45:00,1.0
2023-03-01 01:00:00,1.0
2023-03-01 01:15:00,1.0
2023-03-01 01:30:00,1.0
2023-03-01 01:45:00,1.0
2023-03-01 02:00:00,1.0
2023-03-01 02:15:00,1.0
2023-03-01 02:30:00,1.0
2023-03-01 02:45:00,1.0
2023-03-01 03:00:00,1.0
2023-03-01 03:15:00,1.0
2023-03-01 03:30:00,1.0
2023-03-01 03:45:00,1.0
2023-03-01 04:00:00,1.0
2023-03-01 04:15:00,1.0
2023-03-01 04:30:00,1.0
2023-03-01 04:45:00,1.0
2023-03-01 05:00:00,1.0
2023-03-01 05:15:00,1.0
2023-03-01 05:30:00,1.0
2023-03-01 05:45:00,1.0
2023-03-01 06:00:00,1.0
2023-03-01 06:15:00,1.0
2023-03-01 06:30:00,1.0
2023-03-01 06:45:00,1.0
2023-03-01 07:00:00,1.0
2023-03-01 07:15:00,1.0
2023-03-01 07:30:00,1.0
2023-03-01 07:45:00,1.0
2023-03-01 08:00:00,1.0
2023-03-01 08:15:00,1.0
2023-03-01 08:30:00,1.0
2023-03-01 08:45:00,1.0
2023-03-01 09:00:00,1.0
2023-03-01 09:15:00,1.0
2023-03-01 09:30:00,1.0
2023-03-01 09:45:00,1.0
2023-03-01 10:00:00,1.0
2023-03-01 10:15:00,1.0
2023-03-01 10:30:00,1.0
2023-03-01 10:45:00,1.0
2023-03-01 11:00:00,1.0
2023-03-01 11:15:00,1.0
2023-03-01 11:30:00,1.0
2023-03-01 11:45:00,1.0
2023-03-01 12:00:00,1.0
2023-03-01 12:15:00,1.0
2023-03-01 12:30:00,1.0
2023-03-01 12:45:00,1.0
2023-03-01 13:00:00,1.0
2023-03-01 13:15:00,1.0
2023-03-01 13:30:00,1.0
2023-03-01 13:45:00,1.0
2023-03-01 14:00:00,1.0
2023-03-01 14:15:00,1.0
2023-03-01 14:30:00,1.0
2023-03-01 14:45:00,1.0
2023-03-01 15:00:00,1.0
2023-03-01 15:15:00,1.0
2023-03-01 15:30:00,1.0
2023-03-01 15:45:00,1.0
2023-03-01 16:00:00,1.0
2023-03-01 16:15:00,1.0
2023-03-01 16:30:00,1.0
2023-03-01 16:45:00,1.0
2023-03-01 17:00:00,1.0
2023-03-01 17:15:00,1.0
2023-03-01 17:30:00,1.0
2023-03-01 17:45:00,1.0
2023-03-01 18:00:00,1.0
2023-03-01 18:15:00,1.0
2023-03-01 18:30:00,1.0
2023-03-01 18:45:00,1.0
2023-03-01 19:00:00,1.0
2023-03-01 19:15:00,1.0
2023-03-01 19:30:00,1.0
2023-03-01 19:45:00,1.0
2023-03-01 20:00:00,1.0
2023-03-01 20:15:00,1.0
2023-03-01 20:30:00,1.0
2023-03-01 20:45:00,1.0
2023-03-01 21:00:00,1.0
2023-03-01 21:15:00,1.0
2023-03-01 21:30:00,1.0
2023-03-01 21:45:00,1.0
2023-03-01 23:00:00,1.0
2023-03-01 23:15:00,1.0
2023-03-01 23:30:00,1.0
2023-03-01 23:45:00,1.0
2023-03-02 00:00:00,1.0
2023-03-02 00:15:00,1.0
2023-03-02 00:30:00,1.0
2023-03-02 00:45:00,1.0
2023-03-02 01:00:00,1.0
2023-03-02 01:15:00,1.0
2023-03-02 01:30:00,1.0
2023-03-02 01:45:00,1.0
2023-03-02 02:00:00,1.0
2023-03-02 02:15:00,1.0
2023-03-02 02:30:00,1.0
2023-03-02 02:45:00,1.0
2023-03-02 03:00:00,1.0
2023-03-02 03:15:00,1.0
2023-03-02 03:30:00,1.0
2023-03-02 03:45:00,1.0
2023-03-02 04:00:00,1.0
2023-03-02 04:15:00,1.0
2023-03-02 04:30:00,1.0
2023-03-02 04:45:00,1.0
2023-03-02 05:00:00,1.0
2023-03-02 05:15:00,1.0
2023-03-02 05:30:00,1.0
2023-03-02 05:45:00,1.0
2023-03-02 06:00:00,1.0
